date,region,covid_deaths_2020
2020-10-02,Calabria,0.0
2020-10-03,Calabria,0.0
2020-10-04,Calabria,1.0
2020-10-05,Calabria,0.0
2020-10-06,Calabria,1.0
2020-10-07,Calabria,0.0
2020-10-08,Calabria,0.0
2020-10-09,Calabria,1.0
2020-10-10,Calabria,0.0
2020-10-11,Calabria,0.0
2020-10-12,Calabria,1.0
2020-10-13,Calabria,0.0
2020-10-14,Calabria,0.0
2020-10-15,Calabria,0.0
2020-10-16,Calabria,0.0
2020-10-17,Calabria,0.0
2020-10-18,Calabria,0.0
2020-10-19,Calabria,0.0
2020-10-20,Calabria,0.0
2020-10-21,Calabria,1.0
2020-10-22,Calabria,0.0
2020-10-23,Calabria,0.0
2020-10-24,Calabria,0.0
2020-10-25,Calabria,1.0
2020-10-26,Calabria,2.0
2020-10-27,Calabria,3.0
2020-10-28,Calabria,0.0
2020-10-29,Calabria,2.0
2020-10-30,Calabria,1.0
2020-10-31,Calabria,2.0
2020-11-01,Calabria,1.0
2020-11-02,Calabria,1.0
2020-11-03,Calabria,3.0
2020-11-04,Calabria,3.0
2020-11-05,Calabria,4.0
2020-11-06,Calabria,4.0
2020-11-07,Calabria,4.0
2020-11-08,Calabria,4.0
2020-11-09,Calabria,4.0
2020-11-10,Calabria,7.0
2020-11-11,Calabria,5.0
2020-11-12,Calabria,1.0
2020-11-13,Calabria,7.0
2020-11-14,Calabria,5.0
2020-11-15,Calabria,5.0
2020-11-16,Calabria,6.0
2020-11-17,Calabria,7.0
2020-11-18,Calabria,10.0
2020-11-19,Calabria,5.0
2020-11-20,Calabria,11.0
2020-11-21,Calabria,4.0
2020-11-22,Calabria,5.0
2020-11-23,Calabria,17.0
2020-11-24,Calabria,4.0
2020-11-25,Calabria,7.0
2020-11-26,Calabria,4.0
2020-11-27,Calabria,5.0
2020-11-28,Calabria,13.0
2020-11-29,Calabria,9.0
2020-11-30,Calabria,14.0
2020-12-01,Calabria,6.0
2020-12-02,Calabria,9.0
2020-12-03,Calabria,12.0
2020-12-04,Calabria,7.0
2020-12-05,Calabria,10.0
2020-12-06,Calabria,4.0
2020-12-07,Calabria,10.0
2020-12-08,Calabria,7.0
2020-12-09,Calabria,6.0
2020-12-10,Calabria,7.0
2020-12-11,Calabria,6.0
2020-12-12,Calabria,5.0
2020-12-13,Calabria,8.0
2020-12-14,Calabria,4.0
2020-12-15,Calabria,3.0
2020-12-16,Calabria,4.0
2020-12-17,Calabria,5.0
2020-02-24,Campania,
2020-02-25,Campania,0.0
2020-02-26,Campania,0.0
2020-02-27,Campania,0.0
2020-02-28,Campania,0.0
2020-02-29,Campania,0.0
2020-03-01,Campania,0.0
2020-03-02,Campania,0.0
2020-03-03,Campania,0.0
2020-03-04,Campania,0.0
2020-03-05,Campania,0.0
2020-03-06,Campania,0.0
2020-03-07,Campania,0.0
2020-03-08,Campania,0.0
2020-03-09,Campania,0.0
2020-03-10,Campania,0.0
2020-03-11,Campania,1.0
2020-03-12,Campania,0.0
2020-03-13,Campania,1.0
2020-03-14,Campania,4.0
2020-03-15,Campania,3.0
2020-03-16,Campania,0.0
2020-03-17,Campania,0.0
2020-03-18,Campania,0.0
2020-03-19,Campania,8.0
2020-03-20,Campania,0.0
2020-03-21,Campania,5.0
2020-03-22,Campania,7.0
2020-03-23,Campania,20.0
2020-03-24,Campania,7.0
2020-03-25,Campania,18.0
2020-03-26,Campania,9.0
2020-03-27,Campania,15.0
2020-03-28,Campania,11.0
2020-03-29,Campania,8.0
2020-03-30,Campania,8.0
2020-03-31,Campania,8.0
2020-04-01,Campania,15.0
2020-04-02,Campania,19.0
2020-04-03,Campania,14.0
2020-04-04,Campania,5.0
2020-04-05,Campania,3.0
2020-04-06,Campania,15.0
2020-04-07,Campania,12.0
2020-04-08,Campania,5.0
2020-04-09,Campania,6.0
2020-04-10,Campania,4.0
2020-04-11,Campania,7.0
2020-04-12,Campania,4.0
2020-04-13,Campania,6.0
2020-04-14,Campania,12.0
2020-04-15,Campania,18.0
2020-04-16,Campania,8.0
2020-04-17,Campania,7.0
2020-04-18,Campania,7.0
2020-04-19,Campania,4.0
2020-04-20,Campania,5.0
2020-04-21,Campania,8.0
2020-04-22,Campania,10.0
2020-04-23,Campania,5.0
2020-04-24,Campania,4.0
2020-04-25,Campania,5.0
2020-04-26,Campania,4.0
2020-04-27,Campania,7.0
2020-04-28,Campania,6.0
2020-04-29,Campania,1.0
2020-04-30,Campania,0.0
2020-05-01,Campania,0.0
2020-05-02,Campania,3.0
2020-05-03,Campania,2.0
2020-05-04,Campania,2.0
2020-05-05,Campania,3.0
2020-05-06,Campania,7.0
2020-05-07,Campania,3.0
2020-05-08,Campania,7.0
2020-05-09,Campania,2.0
2020-05-10,Campania,3.0
2020-05-11,Campania,1.0
2020-05-12,Campania,1.0
2020-05-13,Campania,1.0
2020-05-14,Campania,0.0
2020-05-15,Campania,2.0
2020-05-16,Campania,0.0
2020-05-17,Campania,0.0
2020-05-18,Campania,3.0
2020-05-19,Campania,0.0
2020-05-20,Campania,2.0
2020-05-21,Campania,2.0
2020-05-22,Campania,1.0
2020-05-23,Campania,0.0
2020-05-24,Campania,1.0
2020-05-25,Campania,0.0
2020-05-26,Campania,0.0
2020-05-27,Campania,1.0
2020-05-28,Campania,4.0
2020-05-29,Campania,1.0
2020-05-30,Campania,0.0
2020-05-31,Campania,1.0
2020-06-01,Campania,1.0
2020-06-02,Campania,2.0
2020-06-03,Campania,0.0
2020-06-04,Campania,5.0
2020-06-05,Campania,5.0
2020-06-06,Campania,1.0
2020-06-07,Campania,0.0
2020-06-08,Campania,0.0
2020-06-09,Campania,0.0
2020-06-10,Campania,2.0
2020-06-11,Campania,2.0
2020-06-12,Campania,0.0
2020-06-13,Campania,0.0
2020-06-14,Campania,0.0
2020-06-15,Campania,0.0
2020-06-16,Campania,0.0
2020-06-17,Campania,1.0
2020-06-18,Campania,0.0
2020-06-19,Campania,0.0
2020-06-20,Campania,0.0
2020-06-21,Campania,0.0
2020-06-22,Campania,0.0
2020-06-23,Campania,0.0
2020-06-24,Campania,0.0
2020-06-25,Campania,0.0
2020-06-26,Campania,0.0
2020-06-27,Campania,0.0
2020-06-28,Campania,0.0
2020-06-29,Campania,0.0
2020-06-30,Campania,1.0
2020-07-01,Campania,0.0
2020-07-02,Campania,0.0
2020-07-03,Campania,0.0
2020-07-04,Campania,0.0
2020-07-05,Campania,0.0
2020-07-06,Campania,0.0
2020-07-07,Campania,0.0
2020-07-08,Campania,0.0
2020-07-09,Campania,0.0
2020-07-10,Campania,0.0
2020-07-11,Campania,0.0
2020-07-12,Campania,0.0
2020-07-13,Campania,0.0
2020-07-14,Campania,0.0
2020-07-15,Campania,0.0
2020-07-16,Campania,0.0
2020-07-17,Campania,1.0
2020-07-18,Campania,0.0
2020-07-19,Campania,0.0
2020-07-20,Campania,0.0
2020-07-21,Campania,1.0
2020-07-22,Campania,0.0
2020-07-23,Campania,0.0
2020-07-24,Campania,0.0
2020-07-25,Campania,0.0
2020-07-26,Campania,0.0
2020-07-27,Campania,0.0
2020-07-28,Campania,0.0
2020-07-29,Campania,0.0
2020-07-30,Campania,0.0
2020-07-31,Campania,1.0
2020-08-01,Campania,0.0
2020-08-02,Campania,0.0
2020-08-03,Campania,1.0
2020-08-04,Campania,0.0
2020-08-05,Campania,2.0
2020-08-06,Campania,0.0
2020-08-07,Campania,0.0
2020-08-08,Campania,0.0
2020-08-09,Campania,0.0
2020-08-10,Campania,1.0
2020-08-11,Campania,1.0
2020-08-12,Campania,0.0
2020-08-13,Campania,0.0
2020-08-14,Campania,0.0
2020-08-15,Campania,0.0
2020-08-16,Campania,0.0
2020-08-17,Campania,0.0
2020-08-18,Campania,0.0
2020-08-19,Campania,0.0
2020-08-20,Campania,0.0
2020-08-21,Campania,0.0
2020-08-22,Campania,0.0
2020-08-23,Campania,1.0
2020-08-24,Campania,0.0
2020-08-25,Campania,1.0
2020-08-26,Campania,1.0
2020-08-27,Campania,2.0
2020-08-28,Campania,0.0
2020-08-29,Campania,0.0
2020-08-30,Campania,0.0
2020-08-31,Campania,0.0
2020-09-01,Campania,1.0
2020-09-02,Campania,0.0
2020-09-03,Campania,0.0
2020-09-04,Campania,1.0
2020-09-05,Campania,1.0
2020-09-06,Campania,0.0
2020-09-07,Campania,0.0
2020-09-08,Campania,0.0
2020-09-09,Campania,1.0
2020-09-10,Campania,1.0
2020-09-11,Campania,1.0
2020-09-12,Campania,0.0
2020-09-13,Campania,0.0
2020-09-14,Campania,1.0
2020-09-15,Campania,0.0
2020-09-16,Campania,0.0
2020-09-17,Campania,3.0
2020-09-18,Campania,0.0
2020-09-19,Campania,1.0
2020-09-20,Campania,0.0
2020-09-21,Campania,1.0
2020-09-22,Campania,0.0
2020-09-23,Campania,0.0
2020-09-24,Campania,0.0
2020-09-25,Campania,2.0
2020-09-26,Campania,1.0
2020-09-27,Campania,0.0
2020-09-28,Campania,1.0
2020-09-29,Campania,2.0
2020-09-30,Campania,0.0
2020-10-01,Campania,0.0
2020-10-02,Campania,1.0
2020-10-03,Campania,1.0
2020-10-04,Campania,0.0
2020-10-05,Campania,1.0
2020-10-06,Campania,2.0
2020-10-07,Campania,1.0
2020-10-08,Campania,1.0
2020-10-09,Campania,5.0
2020-10-10,Campania,2.0
2020-10-11,Campania,2.0
2020-10-12,Campania,0.0
2020-10-13,Campania,6.0
2020-10-14,Campania,2.0
2020-10-15,Campania,9.0
2020-10-16,Campania,3.0
2020-10-17,Campania,0.0
2020-10-18,Campania,2.0
2020-10-19,Campania,21.0
2020-10-20,Campania,12.0
2020-10-21,Campania,11.0
2020-10-22,Campania,6.0
2020-10-23,Campania,12.0
2020-10-24,Campania,8.0
2020-10-25,Campania,0.0
2020-10-26,Campania,16.0
2020-10-27,Campania,20.0
2020-10-28,Campania,17.0
2020-10-29,Campania,20.0
2020-10-30,Campania,15.0
2020-10-31,Campania,14.0
2020-11-01,Campania,3.0
2020-11-02,Campania,24.0
2020-11-03,Campania,24.0
2020-11-04,Campania,15.0
2020-11-05,Campania,17.0
2020-11-06,Campania,40.0
2020-11-07,Campania,15.0
2020-11-08,Campania,15.0
2020-11-09,Campania,18.0
2020-11-10,Campania,18.0
2020-11-11,Campania,34.0
2020-11-12,Campania,31.0
2020-11-13,Campania,40.0
2020-11-14,Campania,27.0
2020-11-15,Campania,35.0
2020-11-16,Campania,37.0
2020-11-17,Campania,19.0
2020-11-18,Campania,75.0
2020-11-19,Campania,32.0
2020-11-20,Campania,25.0
2020-11-21,Campania,32.0
2020-11-22,Campania,21.0
2020-11-23,Campania,39.0
2020-11-24,Campania,78.0
2020-11-25,Campania,47.0
2020-11-26,Campania,49.0
2020-11-27,Campania,63.0
2020-11-28,Campania,49.0
2020-11-29,Campania,36.0
2020-11-30,Campania,42.0
2020-12-01,Campania,48.0
2020-12-02,Campania,43.0
2020-12-03,Campania,54.0
2020-12-04,Campania,85.0
2020-12-05,Campania,55.0
2020-12-06,Campania,32.0
2020-12-07,Campania,39.0
2020-12-08,Campania,35.0
2020-12-09,Campania,44.0
2020-12-10,Campania,57.0
2020-12-11,Campania,63.0
2020-12-12,Campania,47.0
2020-12-13,Campania,35.0
2020-12-14,Campania,30.0
2020-12-15,Campania,50.0
2020-12-16,Campania,34.0
2020-12-17,Campania,48.0
2020-02-24,Emilia-Romagna,
2020-02-25,Emilia-Romagna,0.0
2020-02-26,Emilia-Romagna,1.0
2020-02-27,Emilia-Romagna,0.0
2020-02-28,Emilia-Romagna,1.0
2020-02-29,Emilia-Romagna,2.0
2020-03-01,Emilia-Romagna,4.0
2020-03-02,Emilia-Romagna,3.0
2020-03-03,Emilia-Romagna,7.0
2020-03-04,Emilia-Romagna,4.0
2020-03-05,Emilia-Romagna,8.0
2020-03-06,Emilia-Romagna,7.0
2020-03-07,Emilia-Romagna,11.0
2020-03-08,Emilia-Romagna,8.0
2020-03-09,Emilia-Romagna,14.0
2020-03-10,Emilia-Romagna,15.0
2020-03-11,Emilia-Romagna,28.0
2020-03-12,Emilia-Romagna,33.0
2020-03-13,Emilia-Romagna,55.0
2020-03-14,Emilia-Romagna,40.0
2020-03-15,Emilia-Romagna,43.0
2020-03-16,Emilia-Romagna,62.0
2020-03-17,Emilia-Romagna,47.0
2020-03-18,Emilia-Romagna,65.0
2020-03-19,Emilia-Romagna,73.0
2020-03-20,Emilia-Romagna,109.0
2020-03-21,Emilia-Romagna,75.0
2020-03-22,Emilia-Romagna,101.0
2020-03-23,Emilia-Romagna,76.0
2020-03-24,Emilia-Romagna,93.0
2020-03-25,Emilia-Romagna,92.0
2020-03-26,Emilia-Romagna,97.0
2020-03-27,Emilia-Romagna,93.0
2020-03-28,Emilia-Romagna,77.0
2020-03-29,Emilia-Romagna,99.0
2020-03-30,Emilia-Romagna,95.0
2020-03-31,Emilia-Romagna,106.0
2020-04-01,Emilia-Romagna,88.0
2020-04-02,Emilia-Romagna,79.0
2020-04-03,Emilia-Romagna,91.0
2020-04-04,Emilia-Romagna,75.0
2020-04-05,Emilia-Romagna,74.0
2020-04-06,Emilia-Romagna,57.0
2020-04-07,Emilia-Romagna,72.0
2020-04-08,Emilia-Romagna,54.0
2020-04-09,Emilia-Romagna,82.0
2020-04-10,Emilia-Romagna,81.0
2020-04-11,Emilia-Romagna,84.0
2020-04-12,Emilia-Romagna,83.0
2020-04-13,Emilia-Romagna,51.0
2020-04-14,Emilia-Romagna,90.0
2020-04-15,Emilia-Romagna,83.0
2020-04-16,Emilia-Romagna,55.0
2020-04-17,Emilia-Romagna,60.0
2020-04-18,Emilia-Romagna,62.0
2020-04-19,Emilia-Romagna,58.0
2020-04-20,Emilia-Romagna,56.0
2020-04-21,Emilia-Romagna,68.0
2020-04-22,Emilia-Romagna,57.0
2020-04-23,Emilia-Romagna,65.0
2020-04-24,Emilia-Romagna,34.0
2020-04-25,Emilia-Romagna,44.0
2020-04-26,Emilia-Romagna,39.0
2020-04-27,Emilia-Romagna,45.0
2020-04-28,Emilia-Romagna,41.0
2020-04-29,Emilia-Romagna,40.0
2020-04-30,Emilia-Romagna,39.0
2020-05-01,Emilia-Romagna,28.0
2020-05-02,Emilia-Romagna,35.0
2020-05-03,Emilia-Romagna,28.0
2020-05-04,Emilia-Romagna,24.0
2020-05-05,Emilia-Romagna,39.0
2020-05-06,Emilia-Romagna,32.0
2020-05-07,Emilia-Romagna,29.0
2020-05-08,Emilia-Romagna,31.0
2020-05-09,Emilia-Romagna,30.0
2020-05-10,Emilia-Romagna,18.0
2020-05-11,Emilia-Romagna,22.0
2020-05-12,Emilia-Romagna,18.0
2020-05-13,Emilia-Romagna,20.0
2020-05-14,Emilia-Romagna,25.0
2020-05-15,Emilia-Romagna,13.0
2020-05-16,Emilia-Romagna,17.0
2020-05-17,Emilia-Romagna,13.0
2020-05-18,Emilia-Romagna,13.0
2020-05-19,Emilia-Romagna,11.0
2020-05-20,Emilia-Romagna,11.0
2020-05-21,Emilia-Romagna,17.0
2020-05-22,Emilia-Romagna,12.0
2020-05-23,Emilia-Romagna,10.0
2020-05-24,Emilia-Romagna,8.0
2020-05-25,Emilia-Romagna,13.0
2020-05-26,Emilia-Romagna,8.0
2020-05-27,Emilia-Romagna,7.0
2020-05-28,Emilia-Romagna,11.0
2020-05-29,Emilia-Romagna,8.0
2020-05-30,Emilia-Romagna,5.0
2020-05-31,Emilia-Romagna,7.0
2020-06-01,Emilia-Romagna,10.0
2020-06-02,Emilia-Romagna,12.0
2020-06-03,Emilia-Romagna,11.0
2020-06-04,Emilia-Romagna,7.0
2020-06-05,Emilia-Romagna,13.0
2020-06-06,Emilia-Romagna,4.0
2020-06-07,Emilia-Romagna,4.0
2020-06-08,Emilia-Romagna,4.0
2020-06-09,Emilia-Romagna,6.0
2020-06-10,Emilia-Romagna,7.0
2020-06-11,Emilia-Romagna,0.0
2020-06-12,Emilia-Romagna,4.0
2020-06-13,Emilia-Romagna,3.0
2020-06-14,Emilia-Romagna,5.0
2020-06-15,Emilia-Romagna,3.0
2020-06-16,Emilia-Romagna,2.0
2020-06-17,Emilia-Romagna,6.0
2020-06-18,Emilia-Romagna,4.0
2020-06-19,Emilia-Romagna,5.0
2020-06-20,Emilia-Romagna,6.0
2020-06-21,Emilia-Romagna,1.0
2020-06-22,Emilia-Romagna,4.0
2020-06-23,Emilia-Romagna,1.0
2020-06-24,Emilia-Romagna,9.0
2020-06-25,Emilia-Romagna,4.0
2020-06-26,Emilia-Romagna,3.0
2020-06-27,Emilia-Romagna,0.0
2020-06-28,Emilia-Romagna,1.0
2020-06-29,Emilia-Romagna,2.0
2020-06-30,Emilia-Romagna,5.0
2020-07-01,Emilia-Romagna,4.0
2020-07-02,Emilia-Romagna,1.0
2020-07-03,Emilia-Romagna,2.0
2020-07-04,Emilia-Romagna,0.0
2020-07-05,Emilia-Romagna,1.0
2020-07-06,Emilia-Romagna,0.0
2020-07-07,Emilia-Romagna,1.0
2020-07-08,Emilia-Romagna,0.0
2020-07-09,Emilia-Romagna,0.0
2020-07-10,Emilia-Romagna,0.0
2020-07-11,Emilia-Romagna,0.0
2020-07-12,Emilia-Romagna,0.0
2020-07-13,Emilia-Romagna,0.0
2020-07-14,Emilia-Romagna,2.0
2020-07-15,Emilia-Romagna,0.0
2020-07-16,Emilia-Romagna,0.0
2020-07-17,Emilia-Romagna,2.0
2020-07-18,Emilia-Romagna,1.0
2020-07-19,Emilia-Romagna,0.0
2020-07-20,Emilia-Romagna,3.0
2020-07-21,Emilia-Romagna,2.0
2020-07-22,Emilia-Romagna,2.0
2020-07-23,Emilia-Romagna,0.0
2020-07-24,Emilia-Romagna,2.0
2020-07-25,Emilia-Romagna,1.0
2020-07-26,Emilia-Romagna,1.0
2020-07-27,Emilia-Romagna,0.0
2020-07-28,Emilia-Romagna,1.0
2020-07-29,Emilia-Romagna,1.0
2020-07-30,Emilia-Romagna,2.0
2020-07-31,Emilia-Romagna,0.0
2020-08-01,Emilia-Romagna,2.0
2020-08-02,Emilia-Romagna,0.0
2020-08-03,Emilia-Romagna,0.0
2020-08-04,Emilia-Romagna,0.0
2020-08-05,Emilia-Romagna,0.0
2020-08-06,Emilia-Romagna,0.0
2020-08-07,Emilia-Romagna,1.0
2020-08-08,Emilia-Romagna,2.0
2020-08-09,Emilia-Romagna,1.0
2020-08-10,Emilia-Romagna,1.0
2020-08-11,Emilia-Romagna,2.0
2020-08-12,Emilia-Romagna,0.0
2020-08-13,Emilia-Romagna,0.0
2020-08-14,Emilia-Romagna,0.0
2020-08-15,Emilia-Romagna,155.0
2020-08-16,Emilia-Romagna,0.0
2020-08-17,Emilia-Romagna,0.0
2020-08-18,Emilia-Romagna,1.0
2020-08-19,Emilia-Romagna,1.0
2020-08-20,Emilia-Romagna,0.0
2020-08-21,Emilia-Romagna,0.0
2020-08-22,Emilia-Romagna,0.0
2020-08-23,Emilia-Romagna,1.0
2020-08-24,Emilia-Romagna,2.0
2020-08-25,Emilia-Romagna,0.0
2020-08-26,Emilia-Romagna,0.0
2020-08-27,Emilia-Romagna,0.0
2020-08-28,Emilia-Romagna,1.0
2020-08-29,Emilia-Romagna,0.0
2020-08-30,Emilia-Romagna,0.0
2020-08-31,Emilia-Romagna,4.0
2020-09-01,Emilia-Romagna,0.0
2020-09-02,Emilia-Romagna,0.0
2020-09-03,Emilia-Romagna,0.0
2020-09-04,Emilia-Romagna,0.0
2020-09-05,Emilia-Romagna,0.0
2020-09-06,Emilia-Romagna,1.0
2020-09-07,Emilia-Romagna,0.0
2020-09-08,Emilia-Romagna,1.0
2020-09-09,Emilia-Romagna,2.0
2020-09-10,Emilia-Romagna,1.0
2020-09-11,Emilia-Romagna,0.0
2020-09-12,Emilia-Romagna,1.0
2020-09-13,Emilia-Romagna,0.0
2020-09-14,Emilia-Romagna,0.0
2020-09-15,Emilia-Romagna,1.0
2020-09-16,Emilia-Romagna,0.0
2020-09-17,Emilia-Romagna,1.0
2020-09-18,Emilia-Romagna,1.0
2020-09-19,Emilia-Romagna,2.0
2020-09-20,Emilia-Romagna,2.0
2020-09-21,Emilia-Romagna,1.0
2020-09-22,Emilia-Romagna,1.0
2020-09-23,Emilia-Romagna,1.0
2020-09-24,Emilia-Romagna,1.0
2020-09-25,Emilia-Romagna,1.0
2020-09-26,Emilia-Romagna,0.0
2020-09-27,Emilia-Romagna,1.0
2020-09-28,Emilia-Romagna,0.0
2020-09-29,Emilia-Romagna,2.0
2020-09-30,Emilia-Romagna,0.0
2020-10-01,Emilia-Romagna,0.0
2020-10-02,Emilia-Romagna,0.0
2020-10-03,Emilia-Romagna,1.0
2020-10-04,Emilia-Romagna,1.0
2020-10-05,Emilia-Romagna,1.0
2020-10-06,Emilia-Romagna,3.0
2020-10-07,Emilia-Romagna,1.0
2020-10-08,Emilia-Romagna,1.0
2020-10-09,Emilia-Romagna,1.0
2020-10-10,Emilia-Romagna,1.0
2020-10-11,Emilia-Romagna,1.0
2020-10-12,Emilia-Romagna,1.0
2020-10-13,Emilia-Romagna,2.0
2020-10-14,Emilia-Romagna,4.0
2020-10-15,Emilia-Romagna,1.0
2020-10-16,Emilia-Romagna,1.0
2020-10-17,Emilia-Romagna,5.0
2020-10-18,Emilia-Romagna,6.0
2020-10-19,Emilia-Romagna,3.0
2020-10-20,Emilia-Romagna,5.0
2020-10-21,Emilia-Romagna,8.0
2020-10-22,Emilia-Romagna,6.0
2020-10-23,Emilia-Romagna,10.0
2020-10-24,Emilia-Romagna,10.0
2020-10-25,Emilia-Romagna,4.0
2020-10-26,Emilia-Romagna,3.0
2020-10-27,Emilia-Romagna,15.0
2020-10-28,Emilia-Romagna,14.0
2020-10-29,Emilia-Romagna,8.0
2020-10-30,Emilia-Romagna,11.0
2020-10-31,Emilia-Romagna,19.0
2020-11-01,Emilia-Romagna,16.0
2020-11-02,Emilia-Romagna,17.0
2020-11-03,Emilia-Romagna,23.0
2020-11-04,Emilia-Romagna,12.0
2020-11-05,Emilia-Romagna,13.0
2020-11-06,Emilia-Romagna,40.0
2020-11-07,Emilia-Romagna,29.0
2020-11-08,Emilia-Romagna,35.0
2020-11-09,Emilia-Romagna,8.0
2020-11-10,Emilia-Romagna,21.0
2020-11-11,Emilia-Romagna,31.0
2020-11-12,Emilia-Romagna,49.0
2020-11-13,Emilia-Romagna,40.0
2020-11-14,Emilia-Romagna,43.0
2020-11-15,Emilia-Romagna,36.0
2020-11-16,Emilia-Romagna,23.0
2020-11-17,Emilia-Romagna,48.0
2020-11-18,Emilia-Romagna,53.0
2020-11-19,Emilia-Romagna,50.0
2020-11-20,Emilia-Romagna,47.0
2020-11-21,Emilia-Romagna,47.0
2020-11-22,Emilia-Romagna,38.0
2020-11-23,Emilia-Romagna,34.0
2020-11-24,Emilia-Romagna,55.0
2020-11-25,Emilia-Romagna,54.0
2020-11-26,Emilia-Romagna,55.0
2020-11-27,Emilia-Romagna,66.0
2020-11-28,Emilia-Romagna,70.0
2020-11-29,Emilia-Romagna,30.0
2020-11-30,Emilia-Romagna,39.0
2020-12-01,Emilia-Romagna,52.0
2020-12-02,Emilia-Romagna,69.0
2020-12-03,Emilia-Romagna,85.0
2020-12-04,Emilia-Romagna,63.0
2020-12-05,Emilia-Romagna,52.0
2020-12-06,Emilia-Romagna,88.0
2020-12-07,Emilia-Romagna,57.0
2020-12-08,Emilia-Romagna,49.0
2020-12-09,Emilia-Romagna,46.0
2020-12-10,Emilia-Romagna,72.0
2020-12-11,Emilia-Romagna,61.0
2020-12-12,Emilia-Romagna,82.0
2020-12-13,Emilia-Romagna,43.0
2020-12-14,Emilia-Romagna,73.0
2020-12-15,Emilia-Romagna,74.0
2020-12-16,Emilia-Romagna,78.0
2020-12-17,Emilia-Romagna,78.0
2020-02-24,Friuli Venezia Giulia,
2020-02-25,Friuli Venezia Giulia,0.0
2020-02-26,Friuli Venezia Giulia,0.0
2020-02-27,Friuli Venezia Giulia,0.0
2020-02-28,Friuli Venezia Giulia,0.0
2020-02-29,Friuli Venezia Giulia,0.0
2020-03-01,Friuli Venezia Giulia,0.0
2020-03-02,Friuli Venezia Giulia,0.0
2020-03-03,Friuli Venezia Giulia,0.0
2020-03-04,Friuli Venezia Giulia,0.0
2020-03-05,Friuli Venezia Giulia,0.0
2020-03-06,Friuli Venezia Giulia,0.0
2020-03-07,Friuli Venezia Giulia,0.0
2020-03-08,Friuli Venezia Giulia,1.0
2020-03-09,Friuli Venezia Giulia,0.0
2020-03-10,Friuli Venezia Giulia,2.0
2020-03-11,Friuli Venezia Giulia,3.0
2020-03-12,Friuli Venezia Giulia,2.0
2020-03-13,Friuli Venezia Giulia,2.0
2020-03-14,Friuli Venezia Giulia,3.0
2020-03-15,Friuli Venezia Giulia,1.0
2020-03-16,Friuli Venezia Giulia,8.0
2020-03-17,Friuli Venezia Giulia,8.0
2020-03-18,Friuli Venezia Giulia,1.0
2020-03-19,Friuli Venezia Giulia,5.0
2020-03-20,Friuli Venezia Giulia,2.0
2020-03-21,Friuli Venezia Giulia,4.0
2020-03-22,Friuli Venezia Giulia,5.0
2020-03-23,Friuli Venezia Giulia,7.0
2020-03-24,Friuli Venezia Giulia,10.0
2020-03-25,Friuli Venezia Giulia,6.0
2020-03-26,Friuli Venezia Giulia,2.0
2020-03-27,Friuli Venezia Giulia,4.0
2020-03-28,Friuli Venezia Giulia,11.0
2020-03-29,Friuli Venezia Giulia,11.0
2020-03-30,Friuli Venezia Giulia,9.0
2020-03-31,Friuli Venezia Giulia,6.0
2020-04-01,Friuli Venezia Giulia,9.0
2020-04-02,Friuli Venezia Giulia,7.0
2020-04-03,Friuli Venezia Giulia,7.0
2020-04-04,Friuli Venezia Giulia,9.0
2020-04-05,Friuli Venezia Giulia,9.0
2020-04-06,Friuli Venezia Giulia,4.0
2020-04-07,Friuli Venezia Giulia,6.0
2020-04-08,Friuli Venezia Giulia,5.0
2020-04-09,Friuli Venezia Giulia,2.0
2020-04-10,Friuli Venezia Giulia,8.0
2020-04-11,Friuli Venezia Giulia,6.0
2020-04-12,Friuli Venezia Giulia,10.0
2020-04-13,Friuli Venezia Giulia,7.0
2020-04-14,Friuli Venezia Giulia,4.0
2020-04-15,Friuli Venezia Giulia,6.0
2020-04-16,Friuli Venezia Giulia,5.0
2020-04-17,Friuli Venezia Giulia,3.0
2020-04-18,Friuli Venezia Giulia,2.0
2020-04-19,Friuli Venezia Giulia,3.0
2020-04-20,Friuli Venezia Giulia,14.0
2020-04-21,Friuli Venezia Giulia,2.0
2020-04-22,Friuli Venezia Giulia,5.0
2020-04-23,Friuli Venezia Giulia,10.0
2020-04-24,Friuli Venezia Giulia,2.0
2020-04-25,Friuli Venezia Giulia,5.0
2020-04-26,Friuli Venezia Giulia,1.0
2020-04-27,Friuli Venezia Giulia,7.0
2020-04-28,Friuli Venezia Giulia,7.0
2020-04-29,Friuli Venezia Giulia,7.0
2020-04-30,Friuli Venezia Giulia,4.0
2020-05-01,Friuli Venezia Giulia,5.0
2020-05-02,Friuli Venezia Giulia,1.0
2020-05-03,Friuli Venezia Giulia,2.0
2020-05-04,Friuli Venezia Giulia,2.0
2020-05-05,Friuli Venezia Giulia,4.0
2020-05-06,Friuli Venezia Giulia,3.0
2020-05-07,Friuli Venezia Giulia,2.0
2020-05-08,Friuli Venezia Giulia,0.0
2020-05-09,Friuli Venezia Giulia,0.0
2020-05-10,Friuli Venezia Giulia,2.0
2020-05-11,Friuli Venezia Giulia,2.0
2020-05-12,Friuli Venezia Giulia,1.0
2020-05-13,Friuli Venezia Giulia,3.0
2020-05-14,Friuli Venezia Giulia,1.0
2020-05-15,Friuli Venezia Giulia,1.0
2020-05-16,Friuli Venezia Giulia,1.0
2020-05-17,Friuli Venezia Giulia,0.0
